model,provider,model_returned,mode,reasoning,show_thinking,task,item_index,answer_expected,answer_given,parsed,correct,input_tokens,cached_input_tokens,output_tokens,reasoning_tokens,time_to_first_thinking_ms,time_to_first_answer_token_ms,total_latency_ms,finish_reason
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,arithmetic,29,64,64,True,True,68,0,50,40,701.1816000003819,2898.030400000607,2984.067200000027,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,arithmetic,29,64,64,True,True,68,0,8,0,,1371.4922999997725,1794.3230000000767,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,0,"flushing, greasing, hosing, calibration, emissions, descaling, balancing","flushing, greasing, hosing, calibration, emissions, descaling, balancing",True,True,152,0,277,253,821.1909000001469,5223.453800000243,5458.296800000426,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,0,"flushing, greasing, hosing, calibration, emissions, descaling, balancing","calibration, emissions, descaling, greasing, hosing, flushing, balancing",True,False,152,0,22,0,,907.8555000005508,1320.7376999998814,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,1,"greasing, calibration, balancing, hosing, descaling, emissions, flushing","greasing, calibration, balancing, hosing, descaling, emissions, flushing",True,True,150,0,606,582,754.9396000003981,12127.899200000684,12151.34240000043,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,1,"greasing, calibration, balancing, hosing, descaling, emissions, flushing","hosing, greasing, descaling, emissions, balancing, flushing, calibration",True,False,150,0,22,0,,754.2911000000458,1096.3015000006635,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,2,"balancing, flushing, hosing, descaling, greasing, emissions, audit","balancing, flushing, hosing, descaling, greasing, emissions, audit",True,True,154,0,257,233,990.6404000003022,4735.071699999935,4922.219000000041,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,2,"balancing, flushing, hosing, descaling, greasing, emissions, audit","balancing, flushing, hosing, descaling, emissions, greasing, audit",True,False,154,0,22,0,,1204.2166999999608,1430.6053999998767,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,3,"hosing, flushing, audit, calibration, balancing, emissions, descaling","hosing, flushing, audit, calibration, emissions, balancing, descaling",True,False,156,0,266,243,1227.3630999998204,6209.800100000393,6644.289199999548,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,3,"hosing, flushing, audit, calibration, balancing, emissions, descaling","balancing, flushing, hosing, audit, calibration, descaling, emissions",True,False,156,0,21,0,,1207.809599999564,1786.2199999999575,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,4,"hosing, flushing, descaling, calibration, emissions, balancing, audit","hosing, flushing, descaling, calibration, emissions, balancing, audit",True,True,149,0,182,159,1916.7778999999427,15586.967899999763,16262.301099999604,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,4,"hosing, flushing, descaling, calibration, emissions, balancing, audit","flushing, descaling, calibration, hosing, emissions, balancing, audit",True,False,149,0,21,0,,911.0208000001876,1202.1354000007705,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,5,"hosing, balancing, descaling, calibration, audit, flushing, greasing","hosing, balancing, descaling, greasing, calibration, audit, flushing",True,False,157,0,349,325,954.9525000002177,9131.705300000249,9319.47930000024,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,5,"hosing, balancing, descaling, calibration, audit, flushing, greasing","hosing, balancing, calibration, descaling, audit, flushing, greasing",True,False,157,0,22,0,,5906.445200000235,6072.111600000426,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,6,"calibration, audit, descaling, flushing, greasing, hosing, balancing","calibration, audit, descaling, flushing, greasing, hosing, balancing",True,True,166,0,262,238,1147.4866999997175,5250.712399999429,5430.318499999885,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,6,"calibration, audit, descaling, flushing, greasing, hosing, balancing","audit, calibration, flushing, greasing, descaling, hosing, balancing",True,False,166,0,22,0,,564.4256000005043,804.5712000002823,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,7,"hosing, emissions, descaling, calibration, greasing, balancing, flushing","hosing, emissions, descaling, calibration, greasing, balancing, flushing",True,True,157,0,375,351,660.2229000000079,5939.277499999662,6083.561299999928,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,7,"hosing, emissions, descaling, calibration, greasing, balancing, flushing","hosing, emissions, descaling, calibration, greasing, balancing, flushing",True,True,157,0,22,0,,713.0898999994315,1121.7071999999462,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,8,"emissions, balancing, audit, flushing, hosing, descaling, calibration","emissions, balancing, audit, flushing, hosing, descaling, calibration",True,True,149,0,322,299,918.0182999998578,6143.234600000142,6260.827699999936,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,8,"emissions, balancing, audit, flushing, hosing, descaling, calibration","emissions, balancing, flushing, audit, descaling, calibration, hosing",True,False,149,0,21,0,,1952.3876000002929,2826.244400000178,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,9,"audit, greasing, balancing, hosing, descaling, calibration, emissions","audit, greasing, balancing, hosing, descaling, calibration, emissions",True,True,141,0,223,199,1234.6244999998817,7195.223599999736,7408.952299999328,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,9,"audit, greasing, balancing, hosing, descaling, calibration, emissions","audit, greasing, balancing, descaling, calibration, emissions, hosing",True,False,141,0,22,0,,817.8779999998369,1151.2854000002335,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,10,"hosing, flushing, greasing, calibration, emissions, balancing, audit","hosing, flushing, greasing, calibration, emissions, balancing, audit",True,True,148,0,167,144,825.1318000002357,5322.206099999676,5351.024200000211,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,10,"hosing, flushing, greasing, calibration, emissions, balancing, audit","hosing, flushing, greasing, calibration, emissions, balancing, audit",True,True,148,0,21,0,,1271.6059000003952,1601.447800000642,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,11,"audit, descaling, balancing, greasing, flushing, calibration, hosing","audit, descaling, balancing, greasing, flushing, calibration, hosing",True,True,149,0,218,194,908.3351000008406,7421.657700000651,7577.341400000478,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,11,"audit, descaling, balancing, greasing, flushing, calibration, hosing","audit, descaling, greasing, balancing, flushing, calibration, hosing",True,False,149,0,22,0,,717.7369999999428,1070.9545999998227,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,12,"calibration, hosing, emissions, flushing, audit, descaling, greasing","calibration, hosing, emissions, flushing, audit, descaling, greasing",True,True,145,0,59,35,823.3157999993637,4276.321599999392,4517.476299999544,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,12,"calibration, hosing, emissions, flushing, audit, descaling, greasing","calibration, hosing, emissions, flushing, audit, descaling, greasing",True,True,145,0,22,0,,1025.9735999998156,1264.3133000001399,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,13,"hosing, descaling, flushing, audit, balancing, calibration, emissions","hosing, descaling, flushing, audit, balancing, calibration, emissions",True,True,150,0,205,182,910.203399999773,4507.2652999997445,4754.509399999733,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,13,"hosing, descaling, flushing, audit, balancing, calibration, emissions","hosing, descaling, flushing, audit, balancing, calibration, emissions",True,True,150,0,21,0,,905.1339999996344,1171.0796999996091,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,14,"flushing, descaling, emissions, audit, calibration, balancing, greasing","flushing, descaling, emissions, audit, calibration, balancing, greasing",True,True,154,0,306,283,704.0676999995412,5303.801899999598,5503.646099999969,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,14,"flushing, descaling, emissions, audit, calibration, balancing, greasing","descaling, flushing, audit, emissions, balancing, calibration, greasing",True,False,154,0,21,0,,1047.5132999999914,1388.683299999684,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,15,"emissions, calibration, audit, hosing, greasing, flushing, balancing","emissions, calibration, audit, hosing, greasing, flushing, balancing",True,True,140,0,284,261,2528.092900000047,26511.08110000041,26714.58960000018,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,15,"emissions, calibration, audit, hosing, greasing, flushing, balancing","emissions, calibration, audit, hosing, greasing, flushing, balancing",True,True,140,0,21,0,,709.9285000003874,1001.9234999999753,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,16,"descaling, greasing, flushing, emissions, balancing, hosing, calibration","descaling, greasing, flushing, emissions, balancing, hosing, calibration",True,True,152,0,305,281,4630.242299999736,10780.492500000037,10966.831499999898,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,16,"descaling, greasing, flushing, emissions, balancing, hosing, calibration","descaling, balancing, hosing, greasing, flushing, emissions, calibration",True,False,152,0,22,0,,1826.7077000000427,2507.125399999495,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,17,"audit, hosing, greasing, calibration, flushing, emissions, balancing","audit, hosing, greasing, calibration, flushing, emissions, balancing",True,True,140,0,189,166,1044.7041999996145,4696.645699999863,4853.083899999547,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,17,"audit, hosing, greasing, calibration, flushing, emissions, balancing","audit, hosing, greasing, calibration, flushing, emissions, balancing",True,True,140,0,21,0,,845.3420999994705,1135.1957999995648,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,18,"audit, descaling, flushing, emissions, greasing, balancing, hosing","audit, descaling, flushing, emissions, greasing, balancing, hosing",True,True,146,0,105,81,819.0967999998975,3322.828800000025,3502.2883999999976,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,18,"audit, descaling, flushing, emissions, greasing, balancing, hosing","audit, descaling, flushing, emissions, greasing, balancing, hosing",True,True,146,0,22,0,,1839.2420999998649,4451.58739999988,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,19,"emissions, descaling, flushing, audit, balancing, calibration, greasing","emissions, descaling, flushing, audit, balancing, calibration, greasing",True,True,157,0,310,287,19405.546900000445,42040.87460000028,42397.55409999998,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,19,"emissions, descaling, flushing, audit, balancing, calibration, greasing","emissions, descaling, flushing, calibration, balancing, greasing, audit",True,False,157,0,21,0,,955.454699999791,1308.9967000005345,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,20,"audit, flushing, descaling, greasing, emissions, calibration, balancing","audit, flushing, descaling, greasing, emissions, calibration, balancing",True,True,153,0,250,227,720.2879000005851,6009.5344000001205,6166.144800000438,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,20,"audit, flushing, descaling, greasing, emissions, calibration, balancing","descaling, audit, emissions, calibration, balancing, flushing, greasing",True,False,153,0,21,0,,693.3835999998337,1004.3000000005122,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,21,"audit, balancing, emissions, flushing, hosing, descaling, calibration","audit, balancing, emissions, flushing, hosing, descaling, calibration",True,True,156,0,296,273,741.9021999994584,5728.114399999868,5880.289799999446,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,21,"audit, balancing, emissions, flushing, hosing, descaling, calibration","audit, balancing, emissions, flushing, hosing, descaling, calibration",True,True,156,0,21,0,,968.5577999998713,1264.0670000000682,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,22,"balancing, audit, hosing, greasing, calibration, flushing, descaling","balancing, audit, hosing, greasing, calibration, flushing, descaling",True,True,151,0,216,192,908.8684999996985,5188.575199999832,5334.237699999903,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,22,"balancing, audit, hosing, greasing, calibration, flushing, descaling","balancing, audit, hosing, greasing, calibration, flushing, descaling",True,True,151,0,22,0,,920.1965000002019,1158.021500000359,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,23,"hosing, balancing, audit, calibration, descaling, emissions, greasing","hosing, balancing, audit, calibration, descaling, emissions, greasing",True,True,149,0,120,96,782.5457999997525,2277.112400000078,2432.28789999921,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,23,"hosing, balancing, audit, calibration, descaling, emissions, greasing","hosing, balancing, audit, calibration, descaling, emissions, greasing",True,True,149,0,22,0,,918.2381999999052,1251.7346000004181,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,24,"balancing, descaling, calibration, audit, greasing, hosing, flushing","balancing, descaling, calibration, audit, greasing, hosing, flushing",True,True,157,0,217,193,821.9343000000663,5304.204500000196,5722.533000000112,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,24,"balancing, descaling, calibration, audit, greasing, hosing, flushing","balancing, calibration, descaling, audit, greasing, flushing, hosing",True,False,157,0,22,0,,2034.372799999801,3225.990599999932,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,25,"flushing, descaling, emissions, hosing, calibration, balancing, audit","flushing, descaling, emissions, hosing, calibration, balancing, audit",True,True,162,0,667,644,1314.390900000035,12627.44500000008,12835.125900000094,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,25,"flushing, descaling, emissions, hosing, calibration, balancing, audit","descaling, flushing, hosing, emissions, balancing, calibration, audit",True,False,162,0,21,0,,985.9571000001779,1183.8364999998703,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,26,"flushing, balancing, calibration, audit, hosing, emissions, descaling","flushing, balancing, calibration, audit, hosing, emissions, descaling",True,True,150,0,324,301,2820.205099999839,10531.343799999831,10734.576899999865,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,26,"flushing, balancing, calibration, audit, hosing, emissions, descaling","calibration, flushing, balancing, hosing, audit, descaling, emissions",True,False,150,0,21,0,,974.9154000000999,1876.9662000004246,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,27,"flushing, audit, greasing, descaling, hosing, calibration, emissions","flushing, audit, greasing, descaling, hosing, calibration, emissions",True,True,145,0,145,121,853.110399999423,3678.502799999478,3912.7207999999882,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,27,"flushing, audit, greasing, descaling, hosing, calibration, emissions","flushing, audit, greasing, descaling, hosing, calibration, emissions",True,True,145,0,22,0,,746.1506999998164,1046.8526000004204,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,28,"audit, calibration, hosing, greasing, emissions, descaling, flushing","audit, calibration, hosing, greasing, emissions, descaling, flushing",True,True,150,0,300,276,735.1973999993788,6071.025899999768,6229.04969999945,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,28,"audit, calibration, hosing, greasing, emissions, descaling, flushing","audit, calibration, emissions, flushing, hosing, greasing, descaling",True,False,150,0,22,0,,773.8871999999901,1120.1876999994056,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,constraint-puzzle,29,"audit, hosing, emissions, descaling, calibration, flushing, greasing","audit, hosing, emissions, descaling, calibration, flushing, greasing",True,True,159,0,335,311,645.5175000000963,6616.37410000003,6878.920699999981,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,constraint-puzzle,29,"audit, hosing, emissions, descaling, calibration, flushing, greasing","audit, hosing, descaling, emissions, flushing, calibration, greasing",True,False,159,0,22,0,,985.7726999998704,1297.0274999997855,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,0,4842,4842,True,True,197,0,9,0,,789.27560000011,934.633799999574,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,0,4842,4842,True,True,197,0,9,0,,745.4914999998437,909.284000000298,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,1,5260,5260,True,True,200,0,9,0,,1791.1066999995455,1922.8942999998253,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,1,5260,5260,True,True,200,0,9,0,,918.1625999999596,1138.3114000000205,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,2,5202,5202,True,True,199,0,21,10,999.1614000000482,1401.5896000000794,1667.6562000002377,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,2,5202,5202,True,True,199,0,9,0,,1411.0893999995824,1570.061800000076,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,3,9681,9681,True,True,207,0,9,0,,987.1973999997863,1015.610899999956,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,3,9681,9681,True,True,207,0,9,0,,2126.0817000002135,2254.5712000001004,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,4,9200,9200,True,True,201,0,9,0,,716.9215000003533,875.8646000005683,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,4,9200,9200,True,True,201,0,9,0,,785.5435999999827,899.5349000006172,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,5,7781,7781,True,True,205,0,9,0,,895.4313000003822,1046.9868000000133,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,5,7781,7781,True,True,205,0,9,0,,814.5337999994808,971.0698999997476,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,6,9404,9404,True,True,203,0,9,0,,741.885700000239,905.986199999461,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,6,9404,9404,True,True,203,0,9,0,,1223.9705000001777,1465.7099000005473,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,7,3190,3190,True,True,200,0,9,0,,990.4484999997294,1220.101099999738,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,7,3190,3190,True,True,200,0,9,0,,772.2112000001289,888.4437000006074,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,8,4741,4741,True,True,198,0,9,0,,813.6732999992091,977.6152999993428,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,8,4741,4741,True,True,198,0,9,0,,870.4592999999932,1083.2894000000124,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,9,3694,3694,True,True,202,0,9,0,,783.4653999998409,917.5556000000142,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,9,3694,3694,True,True,202,0,9,0,,707.2289999996428,828.5093999993478,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,10,4774,4774,True,True,200,0,9,0,,1043.686200000593,1201.0016000003816,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,10,4774,4774,True,True,200,0,9,0,,1035.1525000000947,1047.71310000001,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,11,3046,3046,True,True,202,0,9,0,,1902.7404999997088,2052.144999999655,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,11,3046,3046,True,True,202,0,9,0,,719.7630999999092,817.6352000000406,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,12,4078,4078,True,True,202,0,9,0,,683.7162000001626,826.8832000003385,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,12,4078,4078,True,True,202,0,9,0,,809.1309000001274,949.3965000001481,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,13,6957,6957,True,True,203,0,9,0,,665.4405999997834,750.9793999997783,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,13,6957,6957,True,True,203,0,9,0,,928.0219000002035,1080.2275000005466,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,14,6053,6053,True,True,197,0,9,0,,758.2498000001578,874.151000000893,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,14,6053,6053,True,True,197,0,9,0,,687.2414999998,1001.8509000001359,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,15,7905,7905,True,True,203,0,9,0,,768.9902000001894,890.9800000001269,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,15,7905,7905,True,True,203,0,9,0,,1674.571300000025,1815.0298999998995,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,16,4759,4759,True,True,198,0,9,0,,1734.3035999992935,1844.4187999994028,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,16,4759,4759,True,True,198,0,9,0,,878.8466000005428,1145.834100000684,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,17,8800,8800,True,True,200,0,9,0,,745.2540000003864,882.4606000007407,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,17,8800,8800,True,True,200,0,9,0,,6078.106700000035,6238.8548000001265,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,18,8414,8414,True,True,202,0,9,0,,1053.2703999997466,1062.923899999987,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,18,8414,8414,True,True,202,0,9,0,,658.65550000035,893.4901000002355,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,19,6753,6753,True,True,205,0,9,0,,2062.625200000184,2207.8275000003487,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,19,6753,6753,True,True,205,0,9,0,,923.5969000001205,1042.942099999891,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,20,8182,8182,True,True,202,0,9,0,,910.1428000001306,1035.5363000001034,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,20,8182,8182,True,True,202,0,9,0,,1114.3235000008644,1393.5159000002386,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,21,5088,5088,True,True,197,0,9,0,,1165.7687999995687,1283.1429999996544,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,21,5088,5088,True,True,197,0,9,0,,2850.2142000006643,3539.2541999999594,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,22,7147,7147,True,True,202,0,9,0,,1388.9142999996693,1512.9964999996446,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,22,7147,7147,True,True,202,0,9,0,,826.5369999999166,965.798199999881,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,23,2938,2938,True,True,198,0,9,0,,1228.8134000000355,1357.2438999999576,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,23,2938,2938,True,True,198,0,9,0,,815.4568999998446,960.8438000004753,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,24,7958,7958,True,True,202,0,9,0,,699.831500000073,863.7140999999247,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,24,7958,7958,True,True,202,0,9,0,,1378.5491999997248,1535.913800000344,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,25,2860,2860,True,True,201,0,9,0,,1244.977199999994,1405.7935000000725,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,25,2860,2860,True,True,201,0,9,0,,707.027399999788,842.3485000002984,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,26,2379,2379,True,True,202,0,9,0,,3723.3895999997912,3821.4709000003495,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,26,2379,2379,True,True,202,0,9,0,,1011.5718999995806,1183.4955999993326,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,27,3703,3703,True,True,197,0,9,0,,893.4424999997646,1070.0559999995676,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,27,3703,3703,True,True,197,0,9,0,,760.1172999993651,878.1811999997444,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,28,8316,8316,True,True,203,0,9,0,,958.8504000003013,1287.0629999997618,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,28,8316,8316,True,True,203,0,9,0,,834.6917999997459,941.0117999996146,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,extraction,29,2063,2063,True,True,205,0,9,0,,962.1205000003101,1058.5133000004134,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,extraction,29,2063,2063,True,True,205,0,9,0,,849.4307999999364,1006.4137999997911,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,state-tracking,0,135,135,True,True,232,0,39,29,637.3199999998178,1439.5155000001978,1469.9697999994896,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,state-tracking,0,135,135,True,True,232,0,8,0,,2090.653100000054,2291.013000000021,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,state-tracking,1,265,265,True,True,270,0,68,58,2100.686499999938,8802.828599999884,9299.992999999631,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,state-tracking,1,265,265,True,True,270,0,8,0,,1942.7658000004158,2320.6976000001305,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,state-tracking,2,195,195,True,True,336,0,93,83,907.5572000001557,3192.4409000002925,3255.387299999711,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,state-tracking,2,195,185,True,False,336,0,8,0,,2437.9343999999037,2601.644400000623,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,state-tracking,3,150,150,True,True,260,0,65,55,738.8474999997925,3788.191999999981,3883.0734999992274,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,state-tracking,3,150,125,True,False,260,0,8,0,,659.8318000005747,838.4980999999243,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,state-tracking,4,45,45,True,True,260,0,38,28,862.944299999981,3025.7885000000897,3073.9994000005026,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,lowest,off,False,state-tracking,4,45,45,True,True,260,0,8,0,,755.6878999994296,842.7609999998822,stop
GPT-5.6 Terra,openai,gpt-5.6-terra,high,high,True,state-tracking,5,60,60,True,True,320,0,35,25,1195.3424000002997,2856.672400000207,2923.8132000000405,stop
